hotel_type,booking_status,advance_booking_days,arrival_year,arrival_month,arrival_week,arrival_day,weekend_nights,weekday_nights,num_adults,num_children,num_infants,meal_plan,guest_country,booking_segment,booking_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room,assigned_room,modifications,deposit_type,travel_agent_id,corporate_id,waiting_days,customer_category,avg_daily_rate,parking_spaces,special_requests,reservation_status,reservation_date,total_stay_nights,booking_season,family_booking,total_guests,is_long_stay
Urban Hotel,1,71,2016,June,23,1,1,4,3,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22.0,Not Applicable,0,Regular,115.6,0,0,Cancelled,22-03-2016,5,Summer,0,3.0,0
Urban Hotel,1,134,2016,October,41,8,1,1,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9.0,Not Applicable,0,Regular,118.8,0,0,Cancelled,18-07-2016,2,Autumn,0,2.0,0
Urban Hotel,1,66,2016,September,37,8,1,3,2,0.0,0,SB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,149.4,0,0,Cancelled,06-07-2016,4,Autumn,0,2.0,0
Luxury Resort,1,51,2016,August,33,12,2,6,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,189.0,0,0,Cancelled,13-07-2016,8,Summer,0,2.0,1
Urban Hotel,0,106,2016,December,53,25,2,1,3,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,Not Applicable,0,Regular,140.0,0,2,Checked-Out,28-12-2016,3,Winter,0,3.0,0
Urban Hotel,1,10,2016,September,36,3,2,2,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,156.5,0,0,Cancelled,24-08-2016,4,Autumn,0,2.0,0
Luxury Resort,0,19,2016,January,5,25,1,3,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,Not Applicable,0,Regular,48.0,0,0,Checked-Out,29-01-2016,4,Winter,0,2.0,0
Luxury Resort,0,0,2016,December,51,12,1,0,1,0.0,0,SB,Unknown,Corporate,Corporate,0,0,1,A,A,0,No Deposit,,43.0,0,Regular,30.0,0,0,Checked-Out,13-12-2016,1,Winter,0,1.0,0
Luxury Resort,1,94,2015,July,28,6,3,7,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,87.3,0,0,Cancelled,14-05-2015,10,Summer,0,2.0,1
Luxury Resort,1,19,2016,March,10,5,2,5,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,48.0,0,0,Cancelled,20-02-2016,7,Spring,0,2.0,1
Urban Hotel,1,72,2017,March,10,11,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,74.8,0,1,Cancelled,27-02-2017,4,Spring,0,2.0,0
Luxury Resort,0,5,2016,May,23,30,1,1,1,0.0,0,SB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,409.0,0,Regular-Party,54.0,0,0,Checked-Out,01-06-2016,2,Spring,0,1.0,0
Urban Hotel,0,36,2016,September,36,1,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,99.0,0,2,Checked-Out,03-09-2016,2,Autumn,0,2.0,0
Luxury Resort,0,67,2016,March,12,18,2,6,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,,Not Applicable,0,Regular,94.73,1,1,Checked-Out,26-03-2016,8,Spring,0,2.0,1
Urban Hotel,1,33,2016,January,4,22,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,51.97,0,0,Cancelled,18-01-2016,1,Winter,0,2.0,0
Urban Hotel,0,24,2017,February,8,19,2,2,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,85.0,0,0,Checked-Out,23-02-2017,4,Winter,0,2.0,0
Luxury Resort,0,0,2016,May,20,13,0,2,2,0.0,0,SB,FRA,Direct,Direct,0,0,0,A,C,0,No Deposit,,Not Applicable,0,Regular,85.0,1,0,Checked-Out,15-05-2016,2,Spring,0,2.0,0
Luxury Resort,1,9,2016,May,21,15,1,0,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,315.0,Not Applicable,0,Regular-Party,79.49,0,0,Cancelled,06-05-2016,1,Spring,0,2.0,0
Urban Hotel,0,0,2015,November,45,6,0,1,2,0.0,0,SB,TUR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,Not Applicable,0,Corporate Contract,95.0,0,1,Checked-Out,07-11-2015,1,Autumn,0,2.0,0
Luxury Resort,1,23,2016,June,25,18,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,161.0,0,0,Cancelled,06-06-2016,1,Summer,0,2.0,0
Urban Hotel,0,118,2016,June,24,6,1,3,1,0.0,0,SB,RUS,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,Not Applicable,0,Regular-Party,110.0,0,0,Checked-Out,10-06-2016,4,Summer,0,1.0,0
Urban Hotel,0,118,2016,June,24,6,1,3,1,0.0,0,SB,TUR,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,Not Applicable,0,Regular-Party,110.0,0,0,Checked-Out,10-06-2016,4,Summer,0,1.0,0
Urban Hotel,0,38,2016,November,45,4,1,2,2,0.0,0,SB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,118.0,0,2,Checked-Out,07-11-2016,3,Autumn,0,2.0,0
Urban Hotel,1,20,2017,May,19,10,0,2,1,0.0,0,SB,PRT,Corporate,Corporate,0,0,0,D,D,2,No Deposit,,452.0,0,Regular-Party,110.0,0,0,Cancelled,21-04-2017,2,Spring,0,1.0,0
Urban Hotel,0,3,2016,April,18,28,0,1,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,119.0,0,0,Checked-Out,29-04-2016,1,Spring,0,1.0,0
Urban Hotel,0,175,2017,February,7,18,2,3,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,Not Applicable,0,Regular,167.45,0,1,Checked-Out,23-02-2017,5,Winter,0,3.0,0
Urban Hotel,0,181,2017,July,31,31,2,5,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,Not Applicable,0,Regular,71.1,0,1,Checked-Out,07-08-2017,7,Summer,0,2.0,1
Luxury Resort,0,314,2017,May,19,7,2,3,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,Not Applicable,0,Regular,41.58,0,1,Checked-Out,12-05-2017,5,Spring,0,2.0,0
Urban Hotel,0,129,2017,August,33,15,0,4,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,125.0,0,2,Checked-Out,19-08-2017,4,Summer,0,2.0,0
Urban Hotel,0,0,2016,April,15,9,0,1,1,0.0,0,SB,POL,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,100.44,0,0,Checked-Out,10-04-2016,1,Spring,0,1.0,0
Urban Hotel,0,95,2017,August,34,20,2,3,1,0.0,0,SB,BGR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98.0,Not Applicable,0,Regular-Party,115.0,0,0,Checked-Out,25-08-2017,5,Summer,0,1.0,0
Urban Hotel,1,11,2016,November,45,5,0,1,2,1.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,150.0,0,1,Cancelled,28-10-2016,1,Autumn,1,3.0,0
Urban Hotel,1,333,2016,September,39,20,0,2,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,58.0,Not Applicable,19,Regular,80.0,0,0,Cancelled,11-11-2015,2,Autumn,0,1.0,0
Luxury Resort,0,1,2016,April,18,26,0,2,2,1.0,1,SB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,Not Applicable,0,Regular,85.5,1,2,Checked-Out,28-04-2016,2,Spring,1,4.0,0
Urban Hotel,1,37,2016,October,42,13,0,3,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular-Party,95.0,0,0,Cancelled,06-09-2016,3,Autumn,0,1.0,0
Urban Hotel,0,11,2017,January,4,24,0,3,1,0.0,0,SB,PRT,Corporate,Corporate,1,1,11,A,A,1,No Deposit,,40.0,0,Regular,65.0,0,1,Checked-Out,27-01-2017,3,Winter,0,1.0,0
Luxury Resort,0,200,2016,April,18,27,1,4,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,79.2,0,2,Checked-Out,02-05-2016,5,Spring,0,2.0,0
Luxury Resort,1,84,2017,April,14,7,2,4,2,2.0,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,,Not Applicable,0,Regular,193.0,0,0,Cancelled,26-01-2017,6,Spring,1,4.0,0
Urban Hotel,1,119,2016,December,52,24,1,1,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,,Not Applicable,0,Regular,102.6,0,0,Cancelled,10-09-2016,2,Winter,0,2.0,0
Urban Hotel,1,64,2016,December,53,30,0,1,2,0.0,0,SB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,131.4,0,1,Cancelled,23-11-2016,1,Winter,0,2.0,0
Urban Hotel,1,9,2017,February,6,11,2,5,3,0.0,0,SB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,134.3,0,0,Cancelled,03-02-2017,7,Winter,0,3.0,1
Urban Hotel,0,55,2016,November,45,2,0,2,2,0.0,0,SB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,Not Applicable,0,Regular,97.2,0,1,Checked-Out,04-11-2016,2,Autumn,0,2.0,0
Luxury Resort,0,48,2017,July,30,26,0,4,2,2.0,0,SB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,Not Applicable,0,Regular,256.5,1,1,Checked-Out,30-07-2017,4,Summer,1,4.0,0
Luxury Resort,0,4,2016,February,7,13,0,1,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,78.0,0,2,Checked-Out,14-02-2016,1,Winter,0,2.0,0
Urban Hotel,0,4,2017,May,18,2,0,3,1,0.0,0,SB,PRT,Corporate,Corporate,1,1,3,A,A,0,No Deposit,,40.0,0,Regular,65.0,0,1,Checked-Out,05-05-2017,3,Spring,0,1.0,0
Luxury Resort,0,0,2015,November,48,25,0,1,1,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,40.0,0,0,Checked-Out,26-11-2015,1,Autumn,0,1.0,0
Luxury Resort,0,179,2016,July,29,11,1,4,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular-Party,91.4,0,1,Checked-Out,16-07-2016,5,Summer,0,2.0,0
Luxury Resort,1,184,2017,August,34,26,2,5,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,Not Applicable,0,Regular,173.0,0,0,Cancelled,07-03-2017,7,Summer,0,2.0,1
Urban Hotel,0,11,2017,June,24,12,1,1,2,0.0,0,SB,PRT,Direct,Direct,1,0,2,A,D,1,No Deposit,,Not Applicable,0,Group Booking,95.0,1,2,Checked-Out,14-06-2017,2,Summer,0,2.0,0
Urban Hotel,1,308,2017,April,15,12,2,6,2,0.0,0,SB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,109.8,0,0,Cancelled,10-06-2016,8,Spring,0,2.0,1
Urban Hotel,0,101,2016,December,51,15,2,3,2,0.0,0,SB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,Not Applicable,0,Regular,200.0,0,0,Checked-Out,20-12-2016,5,Winter,0,2.0,0
Urban Hotel,0,6,2016,August,34,14,2,2,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,170.0,0,2,Checked-Out,18-08-2016,4,Summer,0,2.0,0
Urban Hotel,0,140,2015,November,47,18,0,3,1,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,1,No Deposit,,Not Applicable,87,Regular-Party,65.0,0,0,Checked-Out,21-11-2015,3,Autumn,0,1.0,0
Luxury Resort,0,61,2017,April,14,3,1,4,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,Not Applicable,0,Regular,82.0,1,1,Checked-Out,08-04-2017,5,Spring,0,2.0,0
Urban Hotel,0,44,2016,April,17,23,2,1,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,24.0,Not Applicable,0,Regular-Party,95.0,0,0,Checked-Out,26-04-2016,3,Spring,0,2.0,0
Urban Hotel,0,35,2016,October,41,8,2,1,2,0.0,0,SB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,151.5,0,1,Checked-Out,11-10-2016,3,Autumn,0,2.0,0
Urban Hotel,0,1,2017,February,5,2,0,1,1,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,77.0,0,0,Checked-Out,03-02-2017,1,Winter,0,1.0,0
Luxury Resort,1,123,2017,February,7,13,1,5,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,Not Applicable,0,Regular,40.8,0,2,Cancelled,14-10-2016,6,Winter,0,2.0,0
Luxury Resort,0,1,2016,January,5,29,0,2,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,Not Applicable,0,Regular,76.0,0,1,Checked-Out,31-01-2016,2,Winter,0,2.0,0
Urban Hotel,0,2,2016,October,41,8,1,1,1,0.0,0,SB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,160.0,0,2,Checked-Out,10-10-2016,2,Autumn,0,1.0,0
Urban Hotel,1,26,2017,June,25,19,1,2,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,150.0,0,2,Cancelled,10-06-2017,3,Summer,0,2.0,0
Urban Hotel,0,62,2016,April,14,1,1,2,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular-Party,106.2,0,0,Checked-Out,04-04-2016,3,Spring,0,2.0,0
Luxury Resort,0,1,2015,September,36,3,0,2,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,Not Applicable,0,Regular,131.4,0,0,Checked-Out,05-09-2015,2,Autumn,0,2.0,0
Luxury Resort,0,22,2015,August,31,1,1,1,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,Not Applicable,0,Regular,134.0,0,0,Checked-Out,03-08-2015,2,Summer,0,2.0,0
Luxury Resort,0,80,2016,June,24,5,2,3,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,118.4,1,0,Checked-Out,10-06-2016,5,Summer,0,2.0,0
Luxury Resort,1,0,2016,January,2,4,1,1,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,306.0,Not Applicable,0,Regular,32.3,0,0,Cancelled,04-01-2016,2,Winter,0,2.0,0
Urban Hotel,0,115,2016,February,9,27,2,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,134.0,Not Applicable,0,Regular-Party,87.0,0,0,Checked-Out,02-03-2016,4,Winter,0,2.0,0
Luxury Resort,0,252,2017,April,16,22,2,5,2,0.0,0,SB,GBR,Group Bookings,TA/TO,0,0,0,A,A,5,No Deposit,273.0,Not Applicable,0,Regular-Party,65.1,0,0,Checked-Out,29-04-2017,7,Spring,0,2.0,1
Luxury Resort,0,11,2017,July,27,7,1,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,Not Applicable,0,Regular-Party,256.5,1,0,Checked-Out,10-07-2017,3,Summer,1,4.0,0
Luxury Resort,0,0,2017,June,25,23,0,1,2,0.0,0,SB,SWE,Direct,Direct,0,0,0,D,D,0,No Deposit,,Not Applicable,0,Regular,138.0,0,0,Checked-Out,24-06-2017,1,Summer,0,2.0,0
Urban Hotel,1,265,2017,May,18,4,1,3,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,7.0,Not Applicable,0,Regular,122.0,0,1,Cancelled,23-04-2017,4,Spring,0,2.0,0
Urban Hotel,0,163,2016,August,34,14,2,1,2,0.0,0,SB,ROU,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,Not Applicable,0,Regular,114.5,0,1,Checked-Out,17-08-2016,3,Summer,0,2.0,0
Urban Hotel,0,7,2016,December,50,9,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,86.78,0,1,Checked-Out,13-12-2016,4,Winter,0,2.0,0
Urban Hotel,0,3,2016,March,13,21,1,1,2,1.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,Not Applicable,0,Regular,119.0,0,0,Checked-Out,23-03-2016,2,Spring,1,3.0,0
Urban Hotel,0,39,2017,June,24,16,0,2,1,0.0,0,SB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,108.0,0,0,Checked-Out,18-06-2017,2,Summer,0,1.0,0
Urban Hotel,0,105,2016,December,53,26,1,1,3,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,Not Applicable,0,Regular,95.37,0,1,Checked-Out,28-12-2016,2,Winter,0,3.0,0
Luxury Resort,1,24,2017,July,30,24,1,4,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,Not Applicable,0,Regular,228.0,0,0,Cancelled,01-07-2017,5,Summer,0,2.0,0
Urban Hotel,1,70,2017,August,35,28,4,10,3,0.0,0,SB,MOZ,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,200.29,0,1,Cancelled,22-06-2017,14,Summer,0,3.0,1
Urban Hotel,1,503,2016,November,48,24,0,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,100.0,0,0,Cancelled,21-10-2015,2,Autumn,0,2.0,0
Urban Hotel,1,39,2017,January,1,2,1,0,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,88.0,0,0,Cancelled,09-12-2016,1,Winter,0,2.0,0
Luxury Resort,0,1,2016,December,51,12,1,3,1,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,Not Applicable,0,Regular-Party,48.0,0,2,Checked-Out,16-12-2016,4,Winter,0,1.0,0
Luxury Resort,0,69,2016,August,35,25,0,2,2,0.0,0,SB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,Not Applicable,0,Regular,145.53,0,1,Checked-Out,27-08-2016,2,Summer,0,2.0,0
Luxury Resort,0,105,2017,February,8,25,4,7,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,Not Applicable,0,Regular,48.27,0,1,Checked-Out,08-03-2017,11,Winter,0,2.0,1
Urban Hotel,0,40,2016,June,27,29,0,3,2,1.0,0,SB,SWE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,Not Applicable,0,Regular,134.1,0,2,Checked-Out,02-07-2016,3,Summer,1,3.0,0
Urban Hotel,0,166,2017,July,26,1,2,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,Not Applicable,0,Regular,120.0,0,2,Checked-Out,04-07-2017,3,Summer,0,2.0,0
Urban Hotel,0,243,2017,May,22,29,1,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,107.1,0,1,Checked-Out,30-05-2017,1,Spring,0,2.0,0
Urban Hotel,1,69,2017,July,31,31,1,2,3,0.0,0,SB,QAT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,200.0,0,0,Cancelled,26-05-2017,3,Summer,0,3.0,0
Luxury Resort,1,56,2015,November,46,11,0,4,1,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,53.0,0,1,Cancelled,22-09-2015,4,Autumn,0,1.0,0
Urban Hotel,1,344,2016,June,25,16,0,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,62.0,0,0,Cancelled,21-10-2015,2,Summer,0,2.0,0
Urban Hotel,0,138,2017,April,17,29,2,1,2,2.0,0,HB,POL,Online TA,TA/TO,0,0,0,F,F,3,No Deposit,9.0,Not Applicable,0,Regular,253.2,0,1,Checked-Out,02-05-2017,3,Spring,1,4.0,0
Luxury Resort,1,23,2016,June,25,18,0,1,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,159.0,0,0,Cancelled,07-06-2016,1,Summer,0,2.0,0
Urban Hotel,1,50,2017,April,17,25,0,4,1,0.0,0,SB,CYP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,117.0,0,0,Cancelled,31-03-2017,4,Spring,0,1.0,0
Urban Hotel,1,87,2015,September,39,25,2,3,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,170.0,0,0,Cancelled,09-09-2015,5,Autumn,0,2.0,0
Urban Hotel,0,34,2016,December,51,16,0,1,2,0.0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,88.0,0,2,Checked-Out,17-12-2016,1,Winter,0,2.0,0
Luxury Resort,0,33,2015,November,46,12,0,3,1,0.0,0,SB,FRA,Corporate,Corporate,0,0,0,A,E,2,No Deposit,334.0,281.0,0,Regular-Party,40.0,0,0,Checked-Out,15-11-2015,3,Autumn,0,1.0,0
Urban Hotel,1,119,2017,April,15,11,0,3,2,0.0,0,SC,Unknown,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,102.0,0,1,Cancelled,18-12-2016,3,Spring,0,2.0,0
Urban Hotel,1,79,2016,May,20,14,2,1,3,0.0,0,SB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,159.3,0,0,Cancelled,02-03-2016,3,Spring,0,3.0,0
Luxury Resort,0,30,2016,November,46,10,0,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,Not Applicable,0,Regular,79.49,0,0,Checked-Out,10-11-2016,0,Autumn,0,2.0,0
Luxury Resort,0,81,2017,July,27,5,1,4,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,Not Applicable,0,Regular,228.75,1,0,Checked-Out,10-07-2017,5,Summer,1,3.0,0
Luxury Resort,1,138,2016,April,18,25,1,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,E,E,0,Non Refund,,Not Applicable,0,Regular,65.0,0,0,Cancelled,18-01-2016,3,Spring,0,2.0,0
Urban Hotel,0,122,2016,May,20,8,2,2,2,0.0,0,SB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,89.25,0,1,Checked-Out,12-05-2016,4,Spring,0,2.0,0
Urban Hotel,0,223,2017,March,10,5,2,3,2,0.0,0,SB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,97.75,0,1,Checked-Out,10-03-2017,5,Spring,0,2.0,0
Luxury Resort,0,77,2017,April,15,11,0,5,2,1.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,Not Applicable,0,Regular,153.9,0,3,Checked-Out,16-04-2017,5,Spring,1,3.0,0
Luxury Resort,0,39,2015,August,35,23,3,5,1,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,129.6,0,1,Checked-Out,31-08-2015,8,Summer,0,1.0,1
Urban Hotel,1,97,2017,July,30,27,2,8,3,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,195.0,0,0,Cancelled,22-04-2017,10,Summer,0,3.0,1
Urban Hotel,1,109,2017,July,31,31,1,1,2,2.0,0,SB,CHN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,Not Applicable,0,Regular,211.5,0,0,Cancelled,14-06-2017,2,Summer,1,4.0,0
Urban Hotel,0,34,2017,February,7,16,2,6,2,0.0,0,SB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,68.07,0,1,Checked-Out,24-02-2017,8,Winter,0,2.0,1
Luxury Resort,1,25,2016,February,7,13,0,1,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,Not Applicable,0,Regular,29.0,0,0,Cancelled,11-02-2016,1,Winter,0,2.0,0
Luxury Resort,0,15,2017,January,1,2,1,0,2,0.0,0,SB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,Not Applicable,0,Regular,44.0,0,0,Checked-Out,03-01-2017,1,Winter,0,2.0,0
Urban Hotel,0,312,2017,July,29,17,1,5,2,0.0,0,SC,Unknown,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,99.0,0,2,Checked-Out,23-07-2017,6,Summer,0,2.0,0
Urban Hotel,1,34,2016,November,47,14,2,5,1,0.0,0,SB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,74.8,0,2,Cancelled,06-11-2016,7,Autumn,0,1.0,1
Urban Hotel,0,38,2016,June,23,1,0,2,1,0.0,0,SB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,99.0,0,0,Checked-Out,03-06-2016,2,Summer,0,1.0,0
Luxury Resort,0,169,2016,March,14,31,2,3,2,0.0,0,SB,BEL,Group Bookings,Direct,0,0,0,A,A,1,Refundable,,223.0,0,Regular-Party,66.0,0,0,Checked-Out,05-04-2016,5,Spring,0,2.0,0
